          9         9        12      1181C   C   D    0.822591500D+05
 E STATE HAS LABEL C   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  8
     -17186.93257    -14988.06724    -12920.96364    -10983.69777
     -9175.19106     -7496.22782     -5948.73621     -4536.97085
     -3267.35947     -2150.10574     -1201.03769      -444.75110
 PROPORTION OF STATE C   
       52.00  0.364042E+08 0.118189E+09 0.439997E+09 0.474930E+09
       54.00  0.542680E+08 0.178596E+09 0.657162E+09 0.689938E+09
       56.00  0.805682E+08 0.268772E+09 0.977489E+09 0.997857E+09
       58.00  0.119350E+09 0.403572E+09 0.145070E+10 0.143950E+10
       60.00  0.176763E+09 0.605841E+09 0.215253E+10 0.207545E+10
       62.00  0.262333E+09 0.911327E+09 0.320035E+10 0.299737E+10
       64.00  0.391138E+09 0.137720E+10 0.478029E+10 0.434729E+10
       66.00  0.587728E+09 0.209737E+10 0.719563E+10 0.635176E+10
       68.00  0.893452E+09 0.323140E+10 0.109577E+11 0.938515E+10
       70.00  0.138096E+10 0.506188E+10 0.169660E+11 0.140936E+11
       72.00  0.218494E+10 0.811649E+10 0.268890E+11 0.216552E+11
       74.00  0.357268E+10 0.134497E+11 0.440409E+11 0.343720E+11
       76.00  0.612502E+10 0.233672E+11 0.756289E+11 0.571751E+11
       78.00  0.112712E+11 0.435752E+11 0.139399E+12 0.102036E+12
       80.00  0.232273E+11 0.909973E+11 0.287730E+12 0.203821E+12
       80.01  0.233208E+11 0.913697E+11 0.288890E+12 0.204609E+12
       80.04  0.235567E+11 0.923091E+11 0.291818E+12 0.206598E+12
       80.06  0.237957E+11 0.932610E+11 0.294784E+12 0.208612E+12
       80.08  0.240377E+11 0.942253E+11 0.297789E+12 0.210651E+12
       80.11  0.242831E+11 0.952028E+11 0.300835E+12 0.212718E+12
       80.14  0.245317E+11 0.961935E+11 0.303921E+12 0.214811E+12
       80.16  0.247837E+11 0.971976E+11 0.307048E+12 0.216932E+12
       80.19  0.250390E+11 0.982152E+11 0.310218E+12 0.219081E+12
       80.21  0.252977E+11 0.992464E+11 0.313429E+12 0.221257E+12
       80.24  0.255600E+11 0.100292E+12 0.316685E+12 0.223463E+12
       80.26  0.258258E+11 0.101352E+12 0.319985E+12 0.225698E+12
       80.29  0.260952E+11 0.102426E+12 0.323330E+12 0.227963E+12
       80.31  0.263684E+11 0.103515E+12 0.326721E+12 0.230259E+12
       80.33  0.266452E+11 0.104619E+12 0.330157E+12 0.232584E+12
       80.36  0.269258E+11 0.105739E+12 0.333641E+12 0.234942E+12
       80.39  0.272104E+11 0.106874E+12 0.337174E+12 0.237332E+12
       80.41  0.274989E+11 0.108025E+12 0.340756E+12 0.239754E+12
       80.44  0.277915E+11 0.109193E+12 0.344388E+12 0.242209E+12
       80.46  0.280880E+11 0.110376E+12 0.348069E+12 0.244696E+12
       80.49  0.283888E+11 0.111576E+12 0.351804E+12 0.247219E+12
       80.51  0.286938E+11 0.112794E+12 0.355591E+12 0.249777E+12
       80.54  0.290031E+11 0.114029E+12 0.359431E+12 0.252370E+12
       80.56  0.293168E+11 0.115281E+12 0.363326E+12 0.254999E+12
       80.58  0.296349E+11 0.116551E+12 0.367275E+12 0.257664E+12
       80.61  0.299576E+11 0.117840E+12 0.371283E+12 0.260368E+12
       80.64  0.302850E+11 0.119147E+12 0.375347E+12 0.263109E+12
       80.66  0.306171E+11 0.120474E+12 0.379470E+12 0.265889E+12
       80.69  0.309540E+11 0.121819E+12 0.383653E+12 0.268709E+12
       80.71  0.312956E+11 0.123185E+12 0.387896E+12 0.271567E+12
       80.74  0.316424E+11 0.124570E+12 0.392201E+12 0.274468E+12
       80.76  0.319942E+11 0.125976E+12 0.396570E+12 0.277410E+12
       80.79  0.323512E+11 0.127403E+12 0.401003E+12 0.280395E+12
       80.81  0.327135E+11 0.128851E+12 0.405502E+12 0.283422E+12
       80.83  0.330810E+11 0.130320E+12 0.410065E+12 0.286493E+12
       80.86  0.334541E+11 0.131811E+12 0.414698E+12 0.289610E+12
       80.89  0.338328E+11 0.133325E+12 0.419401E+12 0.292772E+12
       80.91  0.342171E+11 0.134862E+12 0.424173E+12 0.295981E+12
       80.94  0.346072E+11 0.136423E+12 0.429018E+12 0.299237E+12
       80.96  0.350031E+11 0.138006E+12 0.433935E+12 0.302541E+12
       80.99  0.354052E+11 0.139614E+12 0.438928E+12 0.305895E+12
       81.01  0.358133E+11 0.141247E+12 0.443996E+12 0.309299E+12
       81.04  0.362278E+11 0.142905E+12 0.449143E+12 0.312754E+12
       81.06  0.366485E+11 0.144589E+12 0.454369E+12 0.316261E+12
       81.08  0.370757E+11 0.146299E+12 0.459674E+12 0.319821E+12
       81.11  0.375096E+11 0.148035E+12 0.465062E+12 0.323436E+12
       81.14  0.379502E+11 0.149799E+12 0.470535E+12 0.327106E+12
       81.16  0.383978E+11 0.151591E+12 0.476093E+12 0.330832E+12
       81.19  0.388523E+11 0.153411E+12 0.481739E+12 0.334616E+12
       81.21  0.393139E+11 0.155259E+12 0.487472E+12 0.338457E+12
       81.24  0.397830E+11 0.157137E+12 0.493298E+12 0.342359E+12
       81.26  0.402595E+11 0.159046E+12 0.499216E+12 0.346323E+12
       81.29  0.407436E+11 0.160985E+12 0.505229E+12 0.350348E+12
       81.31  0.412355E+11 0.162955E+12 0.511339E+12 0.354437E+12
       81.33  0.417351E+11 0.164957E+12 0.517545E+12 0.358589E+12
       81.36  0.422430E+11 0.166992E+12 0.523854E+12 0.362809E+12
       81.39  0.427592E+11 0.169061E+12 0.530265E+12 0.367097E+12
       81.41  0.432838E+11 0.171163E+12 0.536781E+12 0.371453E+12
       81.44  0.438170E+11 0.173300E+12 0.543404E+12 0.375879E+12
       81.46  0.443588E+11 0.175472E+12 0.550135E+12 0.380376E+12
       81.49  0.449098E+11 0.177681E+12 0.556979E+12 0.384948E+12
       81.51  0.454699E+11 0.179927E+12 0.563936E+12 0.389594E+12
       81.54  0.460394E+11 0.182211E+12 0.571011E+12 0.394316E+12
       81.56  0.466184E+11 0.184533E+12 0.578204E+12 0.399117E+12
       81.58  0.472070E+11 0.186894E+12 0.585516E+12 0.403996E+12
       81.61  0.478058E+11 0.189296E+12 0.592954E+12 0.408958E+12
       81.64  0.484148E+11 0.191739E+12 0.600520E+12 0.414002E+12
       81.66  0.490342E+11 0.194224E+12 0.608214E+12 0.419132E+12
       81.69  0.496642E+11 0.196752E+12 0.616041E+12 0.424349E+12
       81.71  0.503050E+11 0.199323E+12 0.624001E+12 0.429652E+12
       81.74  0.509570E+11 0.201940E+12 0.632102E+12 0.435048E+12
       81.76  0.516204E+11 0.204603E+12 0.640344E+12 0.440536E+12
       81.79  0.522954E+11 0.207313E+12 0.648730E+12 0.446119E+12
       81.81  0.529824E+11 0.210071E+12 0.657264E+12 0.451799E+12
       81.83  0.536812E+11 0.212877E+12 0.665947E+12 0.457576E+12
       81.86  0.543927E+11 0.215734E+12 0.674787E+12 0.463456E+12
       81.89  0.551169E+11 0.218643E+12 0.683785E+12 0.469440E+12
       81.91  0.558541E+11 0.221604E+12 0.692945E+12 0.475529E+12
       81.94  0.566047E+11 0.224619E+12 0.702270E+12 0.481727E+12
       81.96  0.573686E+11 0.227688E+12 0.711761E+12 0.488033E+12
       81.99  0.581466E+11 0.230814E+12 0.721428E+12 0.494455E+12
       82.00  0.586202E+11 0.232717E+12 0.727313E+12 0.498363E+12
       82.01  0.589390E+11 0.233998E+12 0.731273E+12 0.500993E+12
       82.04  0.597459E+11 0.237241E+12 0.741299E+12 0.507649E+12
       82.06  0.605677E+11 0.240544E+12 0.751511E+12 0.514427E+12
       82.08  0.614046E+11 0.243908E+12 0.761910E+12 0.521326E+12
       82.11  0.622574E+11 0.247337E+12 0.772507E+12 0.528356E+12
       82.14  0.631263E+11 0.250830E+12 0.783304E+12 0.535515E+12
       82.16  0.640116E+11 0.254390E+12 0.794304E+12 0.542808E+12
       82.19  0.649137E+11 0.258017E+12 0.805514E+12 0.550238E+12
       82.21  0.658327E+11 0.261714E+12 0.816934E+12 0.557805E+12
       82.24  0.667697E+11 0.265482E+12 0.828578E+12 0.565519E+12
       82.26  0.677248E+11 0.269324E+12 0.840447E+12 0.573378E+12
       82.29  0.686984E+11 0.273241E+12 0.852546E+12 0.581389E+12
       82.31  0.696910E+11 0.277235E+12 0.864881E+12 0.589554E+12
       82.33  0.707029E+11 0.281307E+12 0.877455E+12 0.597874E+12
       82.36  0.717350E+11 0.285461E+12 0.890282E+12 0.606359E+12
       82.39  0.727875E+11 0.289697E+12 0.903363E+12 0.615010E+12
       82.41  0.738611E+11 0.294019E+12 0.916705E+12 0.623831E+12
       82.44  0.749563E+11 0.298427E+12 0.930315E+12 0.632827E+12
       82.46  0.760732E+11 0.302924E+12 0.944196E+12 0.642000E+12
       82.49  0.772131E+11 0.307514E+12 0.958363E+12 0.651359E+12
       82.51  0.783763E+11 0.312199E+12 0.972820E+12 0.660906E+12
       82.54  0.795634E+11 0.316980E+12 0.987573E+12 0.670647E+12
       82.56  0.807750E+11 0.321860E+12 0.100263E+13 0.680587E+12
       82.58  0.820113E+11 0.326840E+12 0.101800E+13 0.690728E+12
       82.61  0.832739E+11 0.331927E+12 0.103369E+13 0.701080E+12
       82.64  0.845631E+11 0.337121E+12 0.104971E+13 0.711648E+12
       82.66  0.858794E+11 0.342426E+12 0.106608E+13 0.722436E+12
       82.69  0.872238E+11 0.347844E+12 0.108278E+13 0.733451E+12
       82.71  0.885965E+11 0.353376E+12 0.109985E+13 0.744695E+12
       82.74  0.899992E+11 0.359030E+12 0.111728E+13 0.756181E+12
       82.76  0.914323E+11 0.364807E+12 0.113509E+13 0.767914E+12
       82.79  0.928965E+11 0.370711E+12 0.115330E+13 0.779898E+12
       82.81  0.943929E+11 0.376745E+12 0.117190E+13 0.792142E+12
       82.83  0.959218E+11 0.382910E+12 0.119090E+13 0.804650E+12
       82.86  0.974851E+11 0.389215E+12 0.121033E+13 0.817435E+12
       82.89  0.990833E+11 0.395661E+12 0.123020E+13 0.830502E+12
       82.91  0.100717E+12 0.402253E+12 0.125051E+13 0.843860E+12
       82.94  0.102388E+12 0.408995E+12 0.127128E+13 0.857516E+12
       82.96  0.104097E+12 0.415888E+12 0.129252E+13 0.871475E+12
       82.99  0.105845E+12 0.422943E+12 0.131426E+13 0.885754E+12
       83.01  0.107634E+12 0.430160E+12 0.133649E+13 0.900358E+12
       83.04  0.109464E+12 0.437546E+12 0.135924E+13 0.915297E+12
       83.06  0.111336E+12 0.445105E+12 0.138252E+13 0.930582E+12
       83.08  0.113252E+12 0.452840E+12 0.140634E+13 0.946216E+12
       83.11  0.115214E+12 0.460762E+12 0.143073E+13 0.962221E+12
       83.14  0.117223E+12 0.468872E+12 0.145571E+13 0.978603E+12
       83.16  0.119280E+12 0.477179E+12 0.148128E+13 0.995373E+12
       83.19  0.121387E+12 0.485686E+12 0.150747E+13 0.101254E+13
       83.21  0.123544E+12 0.494398E+12 0.153428E+13 0.103012E+13
       83.24  0.125754E+12 0.503327E+12 0.156177E+13 0.104813E+13
       83.26  0.128019E+12 0.512477E+12 0.158992E+13 0.106658E+13
       83.29  0.130340E+12 0.521855E+12 0.161878E+13 0.108548E+13
       83.31  0.132719E+12 0.531467E+12 0.164836E+13 0.110484E+13
       83.33  0.135157E+12 0.541320E+12 0.167867E+13 0.112469E+13
       83.36  0.137658E+12 0.551426E+12 0.170976E+13 0.114503E+13
       83.39  0.140222E+12 0.561790E+12 0.174165E+13 0.116589E+13
       83.41  0.142852E+12 0.572422E+12 0.177435E+13 0.118728E+13
       83.44  0.145550E+12 0.583330E+12 0.180790E+13 0.120921E+13
       83.46  0.148317E+12 0.594520E+12 0.184231E+13 0.123171E+13
       83.49  0.151158E+12 0.606007E+12 0.187763E+13 0.125479E+13
       83.51  0.154074E+12 0.617799E+12 0.191389E+13 0.127848E+13
       83.54  0.157068E+12 0.629907E+12 0.195111E+13 0.130280E+13
       83.56  0.160142E+12 0.642340E+12 0.198933E+13 0.132775E+13
       83.58  0.163297E+12 0.655106E+12 0.202857E+13 0.135337E+13
       83.61  0.166540E+12 0.668225E+12 0.206890E+13 0.137969E+13
       83.64  0.169871E+12 0.681705E+12 0.211032E+13 0.140672E+13
       83.66  0.173295E+12 0.695558E+12 0.215289E+13 0.143449E+13
       83.69  0.176813E+12 0.709798E+12 0.219665E+13 0.146302E+13
       83.71  0.180430E+12 0.724434E+12 0.224162E+13 0.149234E+13
       83.74  0.184149E+12 0.739490E+12 0.228787E+13 0.152248E+13
       83.76  0.187974E+12 0.754975E+12 0.233544E+13 0.155348E+13
       83.79  0.191909E+12 0.770907E+12 0.238437E+13 0.158536E+13
       83.81  0.195957E+12 0.787300E+12 0.243472E+13 0.161815E+13
       83.83  0.200123E+12 0.804167E+12 0.248652E+13 0.165187E+13
       83.86  0.204411E+12 0.821536E+12 0.253986E+13 0.168659E+13
       83.89  0.208827E+12 0.839421E+12 0.259477E+13 0.172232E+13
       83.91  0.213374E+12 0.857841E+12 0.265132E+13 0.175911E+13
       83.94  0.218058E+12 0.876816E+12 0.270958E+13 0.179700E+13
       83.96  0.222882E+12 0.896361E+12 0.276957E+13 0.183601E+13
       83.99  0.227855E+12 0.916512E+12 0.283142E+13 0.187621E+13
       84.00  0.230911E+12 0.928898E+12 0.286943E+13 0.190091E+13
       84.01  0.232980E+12 0.937285E+12 0.289517E+13 0.191764E+13
       84.04  0.238265E+12 0.958704E+12 0.296090E+13 0.196034E+13
       84.06  0.243715E+12 0.980795E+12 0.302869E+13 0.200437E+13
       84.08  0.249335E+12 0.100358E+13 0.309859E+13 0.204976E+13
       84.11  0.255136E+12 0.102709E+13 0.317074E+13 0.209659E+13
       84.14  0.261122E+12 0.105137E+13 0.324519E+13 0.214491E+13
       84.16  0.267302E+12 0.107643E+13 0.332206E+13 0.219478E+13
       84.19  0.273682E+12 0.110230E+13 0.340142E+13 0.224626E+13
       84.21  0.280271E+12 0.112902E+13 0.348337E+13 0.229940E+13
       84.24  0.287079E+12 0.115664E+13 0.356806E+13 0.235430E+13
       84.26  0.294114E+12 0.118518E+13 0.365557E+13 0.241101E+13
       84.29  0.301387E+12 0.121469E+13 0.374603E+13 0.246962E+13
       84.31  0.308906E+12 0.124520E+13 0.383956E+13 0.253021E+13
       84.33  0.316680E+12 0.127675E+13 0.393626E+13 0.259283E+13
       84.36  0.324724E+12 0.130939E+13 0.403633E+13 0.265761E+13
       84.39  0.333048E+12 0.134318E+13 0.413988E+13 0.272462E+13
       84.41  0.341664E+12 0.137816E+13 0.424706E+13 0.279397E+13
       84.44  0.350584E+12 0.141437E+13 0.435803E+13 0.286575E+13
       84.46  0.359820E+12 0.145187E+13 0.447292E+13 0.294005E+13
       84.49  0.369390E+12 0.149073E+13 0.459198E+13 0.301702E+13
       84.51  0.379307E+12 0.153101E+13 0.471535E+13 0.309675E+13
       84.54  0.389586E+12 0.157276E+13 0.484323E+13 0.317938E+13
       84.56  0.400244E+12 0.161605E+13 0.497582E+13 0.326502E+13
       84.58  0.411294E+12 0.166094E+13 0.511329E+13 0.335379E+13
       84.61  0.422760E+12 0.170752E+13 0.525594E+13 0.344589E+13
       84.64  0.434659E+12 0.175587E+13 0.540397E+13 0.354143E+13
       84.66  0.447009E+12 0.180606E+13 0.555763E+13 0.364057E+13
       84.69  0.459833E+12 0.185818E+13 0.571718E+13 0.374348E+13
       84.71  0.473147E+12 0.191230E+13 0.588283E+13 0.385030E+13
       84.74  0.486983E+12 0.196854E+13 0.605497E+13 0.396127E+13
       84.76  0.501360E+12 0.202700E+13 0.623385E+13 0.407656E+13
       84.79  0.516304E+12 0.208776E+13 0.641978E+13 0.419635E+13
       84.81  0.531841E+12 0.215094E+13 0.661310E+13 0.432087E+13
       84.83  0.547994E+12 0.221663E+13 0.681409E+13 0.445028E+13
       84.86  0.564802E+12 0.228500E+13 0.702322E+13 0.458491E+13
       84.89  0.582290E+12 0.235614E+13 0.724082E+13 0.472494E+13
       84.91  0.600491E+12 0.243019E+13 0.746729E+13 0.487063E+13
       84.94  0.619436E+12 0.250727E+13 0.770304E+13 0.502225E+13
       84.96  0.639156E+12 0.258752E+13 0.794841E+13 0.518001E+13
       84.99  0.659698E+12 0.267112E+13 0.820402E+13 0.534431E+13
       85.01  0.681093E+12 0.275820E+13 0.847026E+13 0.551538E+13
       85.04  0.703381E+12 0.284894E+13 0.874761E+13 0.569353E+13
       85.06  0.726603E+12 0.294348E+13 0.903658E+13 0.587909E+13
       85.08  0.750793E+12 0.304197E+13 0.933760E+13 0.607233E+13
       85.11  0.776008E+12 0.314465E+13 0.965139E+13 0.627370E+13
       85.14  0.802287E+12 0.325168E+13 0.997842E+13 0.648350E+13
       85.16  0.829675E+12 0.336324E+13 0.103193E+14 0.670208E+13
       85.19  0.858218E+12 0.347952E+13 0.106745E+14 0.692981E+13
       85.21  0.887956E+12 0.360068E+13 0.110446E+14 0.716700E+13
       85.24  0.918954E+12 0.372700E+13 0.114303E+14 0.741415E+13
       85.26  0.951252E+12 0.385862E+13 0.118323E+14 0.767158E+13
       85.29  0.984897E+12 0.399576E+13 0.122510E+14 0.793967E+13
       85.31  0.101994E+13 0.413860E+13 0.126871E+14 0.821877E+13
       85.33  0.105641E+13 0.428729E+13 0.131410E+14 0.850916E+13
       85.36  0.109437E+13 0.444211E+13 0.136136E+14 0.881135E+13
       85.39  0.113387E+13 0.460317E+13 0.141051E+14 0.912559E+13
       85.41  0.117493E+13 0.477065E+13 0.146162E+14 0.945216E+13
       85.44  0.121758E+13 0.494467E+13 0.151471E+14 0.979131E+13
       85.46  0.126185E+13 0.512529E+13 0.156982E+14 0.101431E+14
       85.49  0.130778E+13 0.531272E+13 0.162699E+14 0.105080E+14
       85.51  0.135537E+13 0.550694E+13 0.168622E+14 0.108859E+14
       85.54  0.140461E+13 0.570797E+13 0.174752E+14 0.112768E+14
       85.56  0.145551E+13 0.591576E+13 0.181087E+14 0.116806E+14
       85.58  0.150800E+13 0.613013E+13 0.187622E+14 0.120969E+14
       85.61  0.156209E+13 0.635105E+13 0.194355E+14 0.125256E+14
       85.64  0.161769E+13 0.657819E+13 0.201277E+14 0.129661E+14
       85.66  0.167472E+13 0.681121E+13 0.208376E+14 0.134177E+14
       85.69  0.173306E+13 0.704967E+13 0.215640E+14 0.138794E+14
       85.71  0.179257E+13 0.729292E+13 0.223048E+14 0.143500E+14
       85.74  0.185310E+13 0.754045E+13 0.230585E+14 0.148285E+14
       85.76  0.191445E+13 0.779135E+13 0.238223E+14 0.153131E+14
       85.79  0.197637E+13 0.804468E+13 0.245933E+14 0.158019E+14
       85.81  0.203859E+13 0.829933E+13 0.253680E+14 0.162927E+14
       85.83  0.210079E+13 0.855396E+13 0.261425E+14 0.167829E+14
       85.86  0.216265E+13 0.880731E+13 0.269129E+14 0.172700E+14
       85.89  0.222378E+13 0.905775E+13 0.276742E+14 0.177508E+14
       85.91  0.228376E+13 0.930359E+13 0.284211E+14 0.182221E+14
       85.94  0.234214E+13 0.954299E+13 0.291482E+14 0.186802E+14
       85.96  0.239843E+13 0.977395E+13 0.298493E+14 0.191212E+14
       85.99  0.245218E+13 0.999462E+13 0.305188E+14 0.195416E+14
       86.00  0.248298E+13 0.101212E+14 0.309025E+14 0.197822E+14
       86.01  0.250286E+13 0.102029E+14 0.311501E+14 0.199373E+14
       86.04  0.254997E+13 0.103966E+14 0.317370E+14 0.203042E+14
       86.06  0.259302E+13 0.105739E+14 0.322734E+14 0.206384E+14
       86.08  0.263152E+13 0.107327E+14 0.327533E+14 0.209363E+14
       86.11  0.266508E+13 0.108713E+14 0.331716E+14 0.211945E+14
       86.14  0.269327E+13 0.109881E+14 0.335231E+14 0.214098E+14
       86.16  0.271578E+13 0.110818E+14 0.338039E+14 0.215798E+14
       86.19  0.273233E+13 0.111512E+14 0.340106E+14 0.217024E+14
       86.21  0.274273E+13 0.111955E+14 0.341407E+14 0.217760E+14
       86.24  0.274689E+13 0.112143E+14 0.341932E+14 0.218000E+14
       86.26  0.274479E+13 0.112075E+14 0.341676E+14 0.217743E+14
       86.29  0.273647E+13 0.111754E+14 0.340647E+14 0.216994E+14
       86.31  0.272210E+13 0.111186E+14 0.338865E+14 0.215765E+14
       86.33  0.270190E+13 0.110379E+14 0.336357E+14 0.214075E+14
       86.36  0.267616E+13 0.109345E+14 0.333158E+14 0.211948E+14
       86.39  0.264523E+13 0.108099E+14 0.329314E+14 0.209412E+14
       86.41  0.260953E+13 0.106658E+14 0.324876E+14 0.206499E+14
       86.44  0.256948E+13 0.105039E+14 0.319897E+14 0.203247E+14
       86.46  0.252559E+13 0.103261E+14 0.314438E+14 0.199692E+14
       86.49  0.247829E+13 0.101344E+14 0.308555E+14 0.195871E+14
       86.51  0.242810E+13 0.993079E+13 0.302311E+14 0.191824E+14
       86.54  0.237548E+13 0.971719E+13 0.295766E+14 0.187590E+14
       86.56  0.232090E+13 0.949550E+13 0.288976E+14 0.183204E+14
       86.58  0.226483E+13 0.926761E+13 0.282000E+14 0.178703E+14
       86.61  0.220764E+13 0.903508E+13 0.274884E+14 0.174119E+14
       86.64  0.214973E+13 0.879955E+13 0.267679E+14 0.169481E+14
       86.66  0.209146E+13 0.856245E+13 0.260429E+14 0.164819E+14
       86.69  0.203315E+13 0.832508E+13 0.253172E+14 0.160157E+14
       86.71  0.197509E+13 0.808866E+13 0.245947E+14 0.155519E+14
       86.74  0.191749E+13 0.785407E+13 0.238779E+14 0.150921E+14
       86.76  0.186058E+13 0.762225E+13 0.231697E+14 0.146381E+14
       86.79  0.180456E+13 0.739394E+13 0.224724E+14 0.141914E+14
       86.81  0.174956E+13 0.716979E+13 0.217880E+14 0.137532E+14
       86.83  0.169574E+13 0.695037E+13 0.211181E+14 0.133246E+14
       86.86  0.164316E+13 0.673597E+13 0.204637E+14 0.129061E+14
       86.89  0.159192E+13 0.652697E+13 0.198259E+14 0.124984E+14
       86.91  0.154207E+13 0.632364E+13 0.192054E+14 0.121020E+14
       86.94  0.149366E+13 0.612613E+13 0.186029E+14 0.117172E+14
       86.96  0.144673E+13 0.593464E+13 0.180188E+14 0.113443E+14
       86.99  0.140127E+13 0.574909E+13 0.174528E+14 0.109833E+14
       87.01  0.135729E+13 0.556956E+13 0.169054E+14 0.106341E+14
       87.04  0.131478E+13 0.539602E+13 0.163763E+14 0.102968E+14
       87.06  0.127373E+13 0.522843E+13 0.158653E+14 0.997119E+13
       87.08  0.123414E+13 0.506673E+13 0.153724E+14 0.965720E+13
       87.11  0.119594E+13 0.491073E+13 0.148969E+14 0.935443E+13
       87.14  0.115913E+13 0.476036E+13 0.144387E+14 0.906270E+13
       87.16  0.112366E+13 0.461546E+13 0.139971E+14 0.878175E+13
       87.19  0.108951E+13 0.447590E+13 0.135719E+14 0.851126E+13
       87.21  0.105663E+13 0.434156E+13 0.131626E+14 0.825099E+13
       87.24  0.102498E+13 0.421219E+13 0.127685E+14 0.800047E+13
       87.26  0.994512E+12 0.408767E+13 0.123893E+14 0.775944E+13
       87.29  0.965197E+12 0.396783E+13 0.120243E+14 0.752757E+13
       87.31  0.936989E+12 0.385250E+13 0.116731E+14 0.730453E+13
       87.33  0.909855E+12 0.374156E+13 0.113353E+14 0.709005E+13
       87.36  0.883740E+12 0.363476E+13 0.110101E+14 0.688367E+13
       87.39  0.858611E+12 0.353199E+13 0.106973E+14 0.668514E+13
       87.41  0.834429E+12 0.343308E+13 0.103962E+14 0.649415E+13
       87.44  0.811157E+12 0.333788E+13 0.101064E+14 0.631039E+13
       87.46  0.788764E+12 0.324627E+13 0.982762E+13 0.613362E+13
